serial_no,height,fold,temp_2023,temp_2022,temp_2021,temp_avg,Pop_500,Green_400,Ag_500,Trans_5000,Resi_100,Comm_400,Ind_1100,Cul_2500,Pub_4700,GFA_5000,BCR,SD_H,Altitude,Slope,Longitude,Latitude,Solar_radi
V02Q1940632,4.0,2.0,28.4350782628,26.9974952517,28.3206095679,27.9177276941,22547,17875,0,5035050,23000,120425,0,119125,2269700,98009500.0,39.9171981812,10.2267999649,22.7082996368,1.02477002144,127.0344748,37.56496432,499.109985352
V02Q1940580,3.8,2.0,27.2542504409,26.4965325955,27.3913823599,27.0473884654,16333,24100,0,4722875,23675,61650,10750,125775,2238875,94908100.0,30.4312992096,2.00567007065,11.3048000336,0.105187997222,127.0510584,37.56672984,499.467987061
V02Q1940761,3.9,15.0,27.4721891534,26.6218301452,27.4074780389,27.1671657792,16903,42525,4350,4888500,25125,50475,0,107975,2254975,95247600.0,16.9787006378,1.04083001614,29.7148990631,6.66356992722,127.0444844,37.56405244,494.489013672
V02Q1940565,4.0,19.0,27.4753571429,26.7115836555,27.4745979561,27.2205129182,11126,8525,0,5965375,9775,171700,75225,126825,1641425,99808000.0,41.5853004456,4.78743982315,13.1287002563,0.405891001225,127.0536124,37.54195012,498.981994629
V02Q1940709,3.9,9.0,27.2468309083,26.5178688441,27.2596924372,27.0081307299,13224,62800,0,4761300,17675,64500,0,120000,2314975,96131600.0,13.934800148,19.7049999237,16.5487995148,1.40567994118,127.0446016,37.56944521,498.582000732
V02Q1940286,3.4,9.0,27.0231393298,26.2875001927,27.1818336679,26.8308243968,35077,38700,0,5377675,30025,15525,0,157200,2229150,97156800.0,6.01609992981,32.3573989868,65.0695037842,3.69437003136,127.0266823,37.56216619,502.42098999
V02Q1940743,4.1,17.0,27.9426455026,27.1234106634,28.0384651845,27.7015071169,13170,40275,0,6202225,25150,65625,61200,128675,1514775,105141000.0,43.8036003113,3.18434000015,13.2129001617,0.213319003582,127.056427,37.53641965,499.24899292
V02Q1940748,4.1,1.0,27.6685339506,26.8694324888,27.7425314577,27.4268326324,12755,81850,0,6232650,40275,61425,50325,85100,1534425,104244000.0,49.9533004761,3.32632994652,13.5932998657,0.831467986107,127.0508722,37.53736986,499.864013672
V02Q1940786,1.0,12.0,27.2097641093,26.4970379697,27.2819969614,26.9962663468,15995,8525,0,5930525,8175,89375,66025,105025,1649850,101088000.0,23.7674999237,17.3362007141,13.0099000931,0.273910999298,127.0496713,37.54210154,499.118011475
V02Q1941015,0.0,19.0,27.0636474868,26.4518605515,27.3510461992,26.9555180791,15995,8525,0,5930525,8175,89375,66025,105025,1649850,100654000.0,23.7674999237,17.3362007141,13.0099000931,0.273910999298,127.0496855,37.5420391,499.118011475
OC3CL200216,3.7,15.0,27.1734567901,26.5021566525,26.7390866078,26.8049000168,6691,117000,0,5598600,3050,134350,57950,153950,1717675,92732800.0,8.45267963409,3.20712995529,13.0241003036,2.05957007408,127.0604063,37.54884166,497.588012695
OC3CL200032,3.7,3.0,25.2821362434,24.468605854,26.0341183431,25.2616201468,9748,83450,0,5778050,17000,83300,50275,87850,1733875,100321000.0,12.7604999542,52.0191993713,12.5411996841,0.208903998137,127.0435571,37.54529625,498.898010254
V02Q1940131,3.7,1.0,27.1031128748,26.4958111873,27.3060618471,26.9683286364,16963,87125,2125,4003525,38600,10500,0,98100,2064025,87776100.0,40.2989006042,3.78166007996,45.1255989075,6.33306980133,127.0211958,37.59448521,495.988006592
V02Q1940283,3.0,8.0,27.1852028219,26.5427942813,27.2894079146,27.0058016726,20146,23225,0,4523075,14250,26575,0,87900,2365350,92002300.0,17.3076992035,4.33198022842,20.9286003113,1.36215996742,127.0230302,37.58060195,502.226989746
V02Q1940284,3.7,6.0,27.6314492606,26.8719129944,27.5917541872,27.3650388141,20838,9375,2500,3946225,30175,47925,0,160250,1961575,85883400.0,39.867401123,12.5462999344,31.3171005249,1.51159000397,127.0129202,37.58968413,498.514007568
V02Q1940276,3.8,13.0,27.4953946208,26.7683693313,27.3944482524,27.2194040682,15010,48850,0,4386275,17375,12275,0,81800,2235150,91854500.0,41.0512008667,3.49285006523,43.7004013062,3.44258999825,127.0235089,37.58553822,500.628997803
V02Q1940206,3.7,20.0,27.7521351411,27.0214232295,27.9102665005,27.561274957,21615,3475,0,3734200,26250,36925,0,77225,2086400,81414200.0,53.9762001038,3.13913989067,29.1464004517,0.458503007889,127.0341014,37.609442,500.717987061
V02Q1940143,3.5,10.0,27.0134193122,26.4913858749,27.1692313628,26.8913455166,14517,159325,0,4312425,26500,16675,0,75650,2128250,92457900.0,46.092300415,3.07130002975,30.1270999908,1.81457996368,127.0497384,37.60585332,495.885009766
V02Q1940379,3.2,4.0,27.2287202381,26.6072117928,27.3926169278,27.0761829863,19587,31350,0,4213675,44375,7075,0,73750,2168875,85572600.0,45.6957015991,4.37571001053,49.1495018005,2.77568006516,127.0436659,37.61420241,492.591003418
V02Q1940064,3.9,8.0,27.3825837743,27.0153899496,27.7792261905,27.3923999714,13881,3225,0,4410025,31400,27075,0,73650,2150950,90047300.0,47.2991981506,5.04383993149,20.9701004028,0.965636014938,127.0555166,37.61107942,499.813995361
V02Q1940381,3.6,2.0,27.024490178,26.2169566545,27.2780755741,26.8398408022,30639,11800,0,3560575,46600,0,0,98925,1881600,79272900.0,33.3535995483,9.0209197998,38.3897018433,2.92983007431,127.016721,37.60160929,490.084014893
V02Q1940388,3.1,17.0,26.4234842472,26.2697625831,26.8343733273,26.5092067192,18148,112700,0,3022725,18850,12125,0,83575,1726750,73822500.0,16.6112003326,28.3246002197,61.9482002258,9.68004989624,127.009922,37.6040284,495.82901001
V02Q1940406,3.7,9.0,27.3649206349,26.497508271,27.0432639428,26.9685642829,12598,36850,3325,2523625,45025,3450,0,34750,1588375,62895300.0,42.7941017151,3.7396299839,65.1800994873,4.16802978516,127.004355,37.60939292,504.356994629
V02Q1940401,3.7,5.0,26.8014188512,26.3108998101,26.9119948416,26.6747711676,19687,63950,0,2289075,40600,3300,0,47300,1619900,58442200.0,28.1693992615,4.29809999466,72.1195983887,5.90229988098,127.0074603,37.61320381,506.561004639
V02Q1940322,3.4,6.0,27.606521164,27.0844193692,27.800519997,27.4971535101,27115,17725,0,4104950,23575,59975,0,97500,2019850,90174700.0,45.1913986206,4.60583019257,25.0069007874,0.260363996029,127.0360274,37.59917241,500.402008057
V02Q1940147,3.7,20.0,27.0597508818,26.6219814291,27.3368513123,27.0061945411,16663,750,0,4555100,16950,57700,0,105775,2063450,86875700.0,35.4821014404,6.67353010178,18.1560993195,0.344669014215,127.0617154,37.61308658,500.095001221
V02Q1940351,4.0,16.0,27.2321230159,26.5452640646,27.562751554,27.1133795448,12919,8325,0,3735675,40250,13125,0,175775,1826950,81518700.0,41.729598999,5.04392004013,54.8629989624,6.11691999435,127.0030069,37.59105394,502.052001953
V02Q1940418,3.3,19.0,26.9514098325,26.2757068163,27.3530652681,26.8600606389,34869,21250,0,3039850,30750,0,0,73950,1714650,67449400.0,17.8731002808,0.0,66.2970962524,8.94760036469,127.0175342,37.60987793,498.113006592
V02Q1940344,3.3,6.0,27.184973545,26.4871821003,27.4328787879,27.0350114777,22919,6800,0,3487825,14200,32800,0,71925,1914700,78590200.0,46.5399017334,1.22409999371,39.1319007874,5.5714597702,127.0255563,37.60580033,503.153015137
V02Q1940328,4.4,1.0,27.2561893739,26.723104041,27.423305239,27.1341995513,24539,38550,0,3672475,35475,31725,0,85425,1936200,83226900.0,25.674200058,5.16455984116,34.7248001099,4.12486982346,127.0293756,37.6033482,495.153991699
V02Q1940361,4.3,17.0,25.730598545,25.5141155989,26.1509352607,25.7985498015,26301,70400,2500,3467250,31550,3825,0,123750,1868800,79792200.0,16.0161991119,13.8129997253,74.0833969116,4.32800006866,127.0107858,37.59797947,496.726013184
V02Q1940415,3.9,1.0,26.9457738095,26.7505904204,27.5658823815,27.0874155371,28469,17750,0,3960150,13725,33575,0,69775,2018200,87574600.0,41.5293006897,26.9461994171,26.8097991943,0.381094008684,127.0357469,37.60394387,500.403991699
V02Q1940335,3.6,2.0,26.5886574074,26.1170439437,27.1573333225,26.6210115579,21671,153725,0,4129725,2900,6325,0,65575,2101725,88654200.0,34.9967002869,3.76069998741,51.4628982544,8.77845001221,127.0413403,37.60774203,509.588989258
V02Q1940419,3.9,20.0,25.7998685342,25.744559846,26.20976922,25.9180658667,15127,190550,2125,4020500,15400,0,0,92575,2043825,86635000.0,11.8496999741,29.6984996796,112.793998718,12.4994001389,127.0241817,37.59570201,501.815002441
V02Q1940879,2.0,12.0,27.4537411817,26.9701716185,27.4751455951,27.2996861318,23181,9100,0,3547150,0,42050,0,64700,1917500,78584600.0,24.9629001617,3.49025011063,37.3768005371,4.16528987885,127.0273181,37.60666796,501.407012939
OC3CL200198,3.5,10.0,26.457247575,25.6522930233,26.2686008051,26.1260471344,25931,22125,0,4138400,23725,29525,0,75225,2110175,90566700.0,51.086101532,2.09188008308,25.3360996246,0.395911991596,127.0398362,37.60363281,500.885986328
V02Q1940742,3.7,20.0,27.9829618607,27.204229243,28.0233609754,27.736850693,26494,13525,0,6545725,14675,51750,0,154625,1202225,83768000.0,37.4413986206,7.98640012741,15.5676002502,0.541136026382,127.1097395,37.50104027,499.880004883
V02Q1940784,3.9,5.0,27.5920050705,27.0285682065,27.6570386404,27.4258706391,22403,79500,0,5448300,30150,42700,0,113725,1123700,69699800.0,24.9799995422,5.69991016388,32.7285995483,2.4652299881,127.1262966,37.49824776,500.372009277
V02Q1940679,4.4,10.0,27.22295194,26.6338702501,27.1328595247,26.9965605716,18742,45950,0,5742775,5175,127500,0,87775,1144775,68807300.0,24.656999588,17.0083999634,22.0694999695,0.637971997261,127.1214388,37.49521273,499.937011719
V02Q1940793,4.2,20.0,27.5783167989,26.8794794634,27.8244487611,27.4274150078,25612,18475,0,4460775,7875,31450,0,34625,932850,57178800.0,14.4823999405,5.12347984314,33.9659004211,1.77959001064,127.146171,37.49345737,500.695007324
V02Q1940791,4.1,4.0,27.8678714727,27.0656806799,27.9292817059,27.6209446195,25256,18475,0,4290950,7500,48150,0,34625,860075,57510800.0,21.9421005249,12.876999855,33.6043014526,2.7912299633,127.1490194,37.49638178,496.596008301
V02Q1940845,3.7,19.0,27.8247321429,27.0848337234,27.746589591,27.5520518191,20385,28600,0,5262475,8250,66100,0,40300,1201325,66293200.0,39.7067985535,3.78255009651,27.0389003754,1.47800004482,127.1242858,37.48976406,501.50100708
V02Q1940717,4.3,17.0,27.7071582892,26.8003505291,27.6415684084,27.3830257423,15465,99275,0,4992875,7950,14050,0,49950,1146500,62926200.0,24.9783992767,8.73237991333,30.8637008667,0.827906012535,127.1321718,37.48539023,500.640014648
V02Q1940764,3.1,7.0,26.9187753527,26.2318116606,26.8236379053,26.6580749729,14782,37825,67725,5305625,20400,8625,12650,131650,898575,75753900.0,14.212100029,5.3665599823,15.5670003891,0.901197016239,127.1340732,37.51530106,499.42300415
V02Q1940790,3.9,12.0,27.7208333333,26.9649780389,27.7637385069,27.483183293,20926,0,0,6384000,36675,150125,0,181000,1210000,86863800.0,25.5860996246,3.34548997879,14.5830001831,0.129611000419,127.112259,37.51427828,499.309997559
V02Q1940767,3.9,9.0,27.5484567901,26.6444520757,27.0358728039,27.0762605566,28393,7225,0,6799450,13000,25825,0,216325,1261725,89776700.0,16.4146003723,3.97588992119,14.2116003036,0.0985658019781,127.0923109,37.50260385,499.263000488
V02Q1940772,3.8,19.0,27.4097189153,26.737210521,27.2896175969,27.1455156777,24668,47750,0,6706800,11125,40050,0,137725,1206425,88347300.0,20.2947998047,3.90603995323,15.5440998077,0.508480012417,127.1035033,37.50363119,499.532012939
V02Q1940775,4.1,6.0,27.4210537919,26.661198701,27.2978208905,27.1266911278,25026,5825,0,6672050,15175,46775,0,188050,1145025,87285700.0,47.3903007507,3.52811002731,15.7768001556,0.717612028122,127.1096638,37.50580146,498.760009766
V02Q1940706,4.1,3.0,27.4545811287,26.6701301553,27.423392148,27.182701144,22583,45425,0,6343100,17775,19775,0,175750,1143100,77986200.0,28.1625003815,10.1971998215,23.5578994751,2.76763010025,127.1171108,37.50204913,501.117004395
V02Q1940847,3.9,12.0,27.2343838183,26.4954878917,27.1849207351,26.9715974817,8161,38925,0,5954900,4200,92650,0,47250,1221650,68264800.0,15.2378997803,2.12132000923,15.3607997894,0.659958004951,127.1119082,37.48968349,499.096008301
V02Q1940708,4.2,16.0,27.1071924603,26.5025997575,27.1985675127,26.9361199102,29452,12200,0,6495825,30350,0,0,190000,1372750,97889400.0,14.2213001251,6.24499988556,15.3212995529,0.173204004765,127.0914778,37.51430062,499.464996338
V02Q1940787,3.4,3.0,26.9949702381,26.1352445394,27.1385580315,26.756257603,26508,8325,0,6497175,18125,13250,0,197600,1350750,95773900.0,14.8375997543,0.0,15.1288003922,0.0816956982017,127.0946619,37.51295504,499.572998047
V02Q1940800,4.0,5.0,27.1180809931,26.6454765296,27.360042789,27.0412001039,18226,44825,0,6232400,0,28150,0,181075,1226175,85920600.0,9.33664989471,1.73204994202,11.1789999008,1.325330019,127.1122492,37.51999286,499.515991211
V02Q1940757,3.6,16.0,27.9443430335,27.7321890532,27.3427457265,27.6730926044,20821,24050,0,4709850,24975,24900,0,77175,988650,61605900.0,25.945400238,13.9642000198,31.7136001587,2.47258996964,127.1428573,37.49672263,498.352996826
V02Q1940781,3.9,8.0,27.2591402116,26.6829298942,27.3144068894,27.0854923317,27942,13125,0,6488875,10000,57775,0,210400,1247200,98044600.0,40.0778007507,3.28633999825,14.6419000626,0.265929996967,127.0847562,37.50615368,499.415008545
V02Q1940736,3.0,20.0,27.0566545414,26.3340854362,26.8277940193,26.7395113323,15596,70225,0,5646475,12725,39575,0,133125,1006575,73822000.0,4.11054992676,0.0,29.3614997864,1.17182004452,127.1281877,37.50419493,497.536010742
V02Q1940825,2.9,11.0,27.2534578924,26.6210705807,27.3674641755,27.0806642162,21197,25375,0,4694050,10125,56400,0,90075,1013225,73401200.0,12.6545000076,3.2361600399,16.1138000488,0.302947998047,127.1219514,37.53825651,499.601013184
V02Q1940768,3.5,1.0,27.2520535714,26.5181350902,27.2539136558,27.0080341058,22201,92425,0,4701525,6275,8100,0,36900,1043250,56772200.0,18.9008998871,0.0,30.7966995239,1.53671002388,127.1392446,37.47825069,498.348999023
V02Q1940832,3.8,14.0,27.745824515,27.0256173687,27.8138168005,27.5284195614,17187,43350,0,5839975,22925,70250,0,180200,1051800,79878800.0,41.8647003174,4.00445985794,27.6074008942,1.13583004475,127.1242095,37.51176831,499.167999268
V02Q1940873,4.1,15.0,28.1456485156,25.962446348,27.2843136416,27.1308028351,20338,60225,2175,5461675,25650,8925,0,157325,1112675,76210400.0,36.3889007568,3.61999988556,17.4179992676,0.41160300374,127.1143011,37.53247211,499.640014648
V02Q1940745,4.1,7.0,27.1662585177,26.3702786257,27.1219019792,26.8861463742,20116,87625,0,4758775,17725,14675,0,44025,989275,62383400.0,37.8713989258,3.63150000572,28.5863990784,5.9527797699,127.1414902,37.49410576,499.062011719
V02Q1940714,3.8,8.0,26.974582231,26.3848085402,27.0079001014,26.7890969576,12433,119150,0,6461125,0,111400,0,176625,1219700,89241700.0,22.6072006226,0.0,14.3702001572,0.719550013542,127.1068182,37.51334541,500.428985596
V02Q1940713,4.0,4.0,27.8223555996,26.5504646164,27.5990971683,27.3239724614,16988,62975,0,6276325,0,75000,0,183875,1194975,85722700.0,37.7569999695,16.2875995636,14.3301000595,0.382254004478,127.1145406,37.51618536,499.345001221
V02Q1940941,4.1,8.0,27.594337522,26.7813932981,27.5110031943,27.2955780048,28274,6400,0,6432950,20150,117725,0,203825,1301450,98672300.0,48.0419006348,4.04987001419,14.3573999405,0.101088002324,127.0840569,37.50908813,499.367004395
V02Q1940117,3.5,10.0,27.2174658289,26.5540952566,27.1347727812,26.9687779556,30996,10600,0,6565850,22175,49100,0,210400,1284250,97586700.0,24.3784999847,48.8671989441,15.0930995941,0.196471005678,127.0871417,37.50853713,499.476989746
V02Q1940811,4.0,3.0,27.0723112536,26.5310370031,27.3807933232,26.99471386,15344,79175,2175,5596550,27525,21275,0,178850,1177700,78959500.0,36.7720985413,8.29598999023,15.6427001953,0.617556989193,127.1162491,37.52727312,498.980987549
V02Q1940821,3.8,1.0,27.7604376102,26.9903569733,29.1980178386,27.982937474,23129,10350,0,6616575,7650,69600,0,160000,1142450,85349800.0,25.0076007843,3.24545001984,15.5413999557,0.475046992302,127.1086949,37.50283277,499.929992676
V02Q1940819,3.9,11.0,27.8487003968,27.1376499118,27.9057730618,27.6307077902,18070,56150,0,6734325,19050,65850,0,175225,1222275,89314400.0,39.3292999268,3.28782010078,14.4813995361,0.108272001147,127.1046886,37.50734426,499.180999756
V02Q1940820,3.8,11.0,27.4280445326,26.6349686271,27.3710379435,27.1446837011,6031,164950,0,6494150,0,48225,0,206125,1244700,91366000.0,64.8620986938,0.0,12.9444999695,1.27890002728,127.1022618,37.51105423,500.303985596
V02Q1940887,6.5,12.0,27.5686089065,26.9443207333,27.5726736111,27.3618677503,30335,7225,0,6799450,13000,25825,0,211825,1261725,89776700.0,16.4146003723,3.97588992119,14.2116003036,0.0668271034956,127.0925242,37.50274913,499.188995361
OC3CL200207,4.1,19.0,26.8756470459,26.496157207,26.501541699,26.6244486506,24441,32575,0,5473100,13350,84675,0,79650,1138800,68147400.0,26.3332004547,7.42714977264,24.7425003052,1.95011997223,127.1241947,37.49495788,498.617004395
OC3CL200208,4.3,15.0,26.6949538521,25.4316178266,26.369010673,26.1651941172,17499,132425,0,4780000,0,3225,0,36900,1077250,59188500.0,0.59603202343,0.0,24.2996997833,0.350454002619,127.1353152,37.47981602,500.622009277
V02Q1940865,3.9,1.0,26.9973444919,26.2752213913,27.039998651,26.7708548447,28011,0,0,6239950,16250,48150,3975,106900,1100100,92288900.0,19.7868995667,4.9251499176,13.4778003693,0.737438976765,126.872103,37.54645142,499.07699585
V02Q1940867,3.7,13.0,27.0937847646,26.3528166972,27.4464410666,26.9643475095,29339,3900,0,6272925,48525,18475,3975,92775,1164175,88291400.0,43.0018005371,4.50825023651,29.5907001495,3.84473991394,126.8646607,37.54502804,497.390991211
V02Q1940095,3.8,9.0,27.6551419414,26.8658052287,27.735793566,27.4189135787,24877,16325,0,6010625,7500,8500,0,85400,1125800,93724900.0,31.7152004242,13.0846996307,14.6238002777,3.9008500576,126.8683909,37.53291626,501.569000244
V02Q1940869,4.0,18.0,27.1829328619,26.5571419244,27.6083539223,27.1161429029,23857,13525,0,6183575,26950,15325,0,46200,1111925,84140500.0,27.2705993652,15.016500473,13.55189991,1.01558995247,126.837774,37.52535041,498.54800415
V02Q1940814,3.7,1.0,27.2828637566,26.5619001832,27.3715222663,27.072095402,26500,0,0,5685050,15925,48425,0,69075,1256450,95018100.0,9.37117958069,17.9881000519,11.2294998169,1.10222995281,126.8546681,37.51938461,498.401000977
V02Q1940863,3.1,8.0,27.3774563322,26.7860308981,27.550164735,27.2378839884,27811,28600,0,6042625,18050,33175,6550,106750,1213950,105211000.0,32.4192008972,12.8083000183,7.7089099884,0.254519999027,126.8710894,37.51887605,498.778991699
V02Q1940804,3.8,8.0,25.7235351377,25.2558398623,26.0332694235,25.6708814745,17438,148900,0,5441500,15825,15625,0,69375,1214650,97611300.0,17.1340999603,0.0,25.3659992218,8.13405990601,126.852967,37.51386369,500.367004395
V02Q1940364,4.1,4.0,26.9953880071,26.55683784,27.4196877968,26.9906378813,21405,4825,0,5616150,15050,22825,0,110100,1218750,99954300.0,29.6809997559,23.3344993591,9.45195960999,0.113623000681,126.8628645,37.5166462,498.916992188
V02Q1940240,0.0,20.0,27.0610463302,26.4491468871,27.1261110032,26.8787680735,20756,20575,0,6901550,23325,22275,0,45850,996350,77251700.0,37.3821983337,7.44983005524,19.5909996033,1.46403002739,126.8317217,37.53206064,498.385986328
V02Q1940413,3.5,20.0,27.7881004104,27.0690928516,27.7579174221,27.538370228,25914,1525,0,6054725,47675,10475,0,48075,1142300,86412200.0,39.942401886,3.49488997459,9.44466018677,0.604369997978,126.8444487,37.5246553,498.100006104
